date,sector,price,s5_key,s5v_key,macro_cell,trend_triad,pivot_type,stereotype,days_to_pivot
2015-07-06,XLI,44.489051818847656,~|<|<<|-,<<|<<|<|+,P_COLD × V_COLD,DN|DN|DN,NONE,NONE,0
2015-07-07,XLI,44.851436614990234,~|<|<|+,<|~|~|+,P_COLD × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-07-08,XLI,44.04432678222656,<|<<|<<|-,<|~|~|-,P_COLD × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-07-09,XLI,44.15140914916992,<|<<|<<|+,<|<|<|-,P_COLD × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-07-10,XLI,44.61259460449219,<|<|<|+,<<|<|<|-,P_COLD × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-07-13,XLI,45.10673904418945,~|<|~|+,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-07-14,XLI,45.230262756347656,~|<|~|-,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-07-15,XLI,45.04084396362305,~|<|<|-,<|<|<|+,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-07-16,XLI,45.246742248535156,~|<|~|+,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-07-17,XLI,45.230262756347656,<|<|~|-,<<|<|<|-,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
2015-07-20,XLI,45.238502502441406,~|<|~|+,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-07-21,XLI,44.75259780883789,<|<|~|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-07-22,XLI,44.554954528808594,<|<|~|-,<|~|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-07-23,XLI,44.143165588378906,<|<|<|-,<|~|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-07-24,XLI,43.566673278808594,<|<|<|-,<|~|~|+,P_COLD × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-07-27,XLI,43.352535247802734,<|<<|<|-,~|~|~|+,P_COLD × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-07-28,XLI,44.19257354736328,<|<|<|+,~|~|~|+,P_NEUTRAL × V_HOT,DN|DN|UP,NONE,NONE,0
2015-07-29,XLI,44.73613357543945,~|~|~|+,~|~|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-07-30,XLI,44.694950103759766,<|<|~|-,<|<|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-07-31,XLI,44.65376663208008,~|~|~|+,<|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-08-03,XLI,44.43964767456055,<|~|~|-,<|~|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-08-04,XLI,44.414939880371094,<|~|~|-,<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-08-05,XLI,44.66201400756836,<|~|~|+,<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-08-06,XLI,44.43141174316406,<|~|~|-,<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-08-07,XLI,44.21728515625,<|~|~|-,<|<|<|-,P_NEUTRAL × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-08-10,XLI,45.082027435302734,<|~|~|+,<|<|<|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-08-11,XLI,44.53023910522461,<|~|~|-,<|<|<|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-08-12,XLI,44.53847885131836,<|~|~|+,<|<|<|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-08-13,XLI,44.50551986694336,<|~|~|-,<<|<<|<|-,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
2015-08-14,XLI,44.785552978515625,<|~|~|+,<<|<<|<<|-,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
2015-08-17,XLI,45.007904052734375,<|~|>|+,<<|<<|<<|+,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
2015-08-18,XLI,44.925540924072266,<|~|~|-,<<|<<|<<|-,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
2015-08-19,XLI,44.50551986694336,<|~|~|-,<|<|<|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-08-20,XLI,43.58314514160156,<|<|<|-,~|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-08-21,XLI,42.38072967529297,<|<<|<<|-,>|>>|>|+,P_COLD × V_HOT,DN|DN|DN,NONE,NONE,0
2015-08-24,XLI,40.87359619140625,<<|<<|<<|-,>>|>>|>>|+,P_COLD × V_HOT,DN|DN|DN,NONE,NONE,0
2015-08-25,XLI,40.338287353515625,<<|<<|<<|-,>>|>>|>>|-,P_COLD × V_HOT,UP|UP|UP,NONE,NONE,0
2015-08-26,XLI,41.59834289550781,<|<<|<<|+,>|>>|>>|-,P_COLD × V_HOT,UP|UP|UP,NONE,NONE,0
2015-08-27,XLI,42.60308837890625,<|<|<<|+,>|>|~|-,P_COLD × V_HOT,UP|UP|UP,NONE,NONE,0
2015-08-28,XLI,42.61956787109375,<|<|<<|+,<|<|<|-,P_COLD × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2015-08-31,XLI,42.240726470947266,<|<<|<<|+,<|<|<|+,P_COLD × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2015-09-01,XLI,41.12067413330078,<<|<<|<<|-,~|>|>|+,P_COLD × V_HOT,UP|UP|UP,NONE,NONE,0
2015-09-02,XLI,42.034828186035156,<|<<|<<|+,~|~|~|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-09-03,XLI,42.05953598022461,<|<<|<<|+,<|<|<|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-09-04,XLI,41.47480773925781,<<|<<|<<|-,<|<|<<|-,P_COLD × V_COLD,UP|UP|UP,NONE,NONE,0
2015-09-08,XLI,42.61956787109375,<|<|~|+,~|<|<|+,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-09-09,XLI,42.16659164428711,<|<|<|-,<|<|<|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-09-10,XLI,42.19131088256836,<|<|<|+,<|<|<<|-,P_COLD × V_COLD,UP|UP|UP,NONE,NONE,0
2015-09-11,XLI,42.421897888183594,<|<|~|+,<|<<|<<|-,P_COLD × V_COLD,UP|UP|UP,NONE,NONE,0
2015-09-14,XLI,42.207786560058594,<|<|<|-,<<|<<|<<|+,P_COLD × V_COLD,UP|UP|UP,NONE,NONE,0
2015-09-15,XLI,42.940757751464844,<|<|>|+,<|<|<|+,P_COLD × V_COLD,UP|UP|UP,NONE,NONE,0
2015-09-16,XLI,43.25370788574219,<|<|>|+,<|<|<|-,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2015-09-17,XLI,43.06428527832031,<|<|>|-,<|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|DN|DN,NONE,NONE,0
2015-09-18,XLI,42.1129035949707,<|<|~|-,>>|>>|>>|+,P_COLD × V_HOT,UP|DN|DN,NONE,NONE,0
2015-09-21,XLI,42.31990432739258,<|<|~|+,<|<<|<<|-,P_COLD × V_COLD,UP|DN|DN,NONE,NONE,0
2015-09-22,XLI,41.70717239379883,<<|<<|<|-,<|<|<|+,P_COLD × V_NEUTRAL,UP|DN|DN,NONE,NONE,0
2015-09-23,XLI,41.41737365722656,<<|<<|<|-,<|<|<|-,P_COLD × V_COLD,UP|DN|DN,NONE,NONE,0
2015-09-24,XLI,41.16068649291992,<<|<<|<<|-,~|~|~|+,P_COLD × V_NEUTRAL,UP|DN|DN,NONE,NONE,0
2015-09-25,XLI,41.24347686767578,<|<<|<|+,~|<|~|-,P_COLD × V_NEUTRAL,UP|DN|DN,NONE,NONE,0
2015-09-28,XLI,40.43202209472656,<<|<<|<<|-,~|~|~|+,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-09-29,XLI,40.69699478149414,<<|<<|<<|+,~|~|~|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-09-30,XLI,41.30973434448242,<<|<<|<|+,~|~|~|+,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-01,XLI,41.21864318847656,<<|<<|<|+,~|~|~|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-02,XLI,41.74028396606445,<|<|<|+,~|~|~|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-05,XLI,42.92435836791992,<|<|~|+,~|<|~|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-06,XLI,42.882957458496094,<|<|~|-,<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-07,XLI,43.446006774902344,<|~|>|+,~|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-08,XLI,44.050453186035156,<|~|>|+,<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-09,XLI,44.19950866699219,<|~|>>|+,<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-12,XLI,44.20779037475586,<|~|>>|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2015-10-13,XLI,43.735816955566406,<|~|>|-,<|<|<|+,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2015-10-14,XLI,43.26385498046875,<|<|~|-,<|<|<|+,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2015-10-15,XLI,43.735816955566406,<|~|>|+,<|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-16,XLI,43.51224136352539,<|~|~|-,~|<|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-19,XLI,43.57019805908203,<|~|~|-,<|<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2015-10-20,XLI,43.860015869140625,<|~|>|+,<|<|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-21,XLI,43.86830139160156,<|~|~|-,<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-22,XLI,45.09376525878906,<|~|>|+,~|~|~|+,P_HOT × V_HOT,UP|UP|UP,NONE,NONE,0
2015-10-23,XLI,45.259361267089844,<|>|>>|+,~|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-26,XLI,45.160003662109375,<|>|>|-,<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2015-10-27,XLI,44.66318893432617,<|~|~|-,~|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-28,XLI,45.01923370361328,<|>|>|+,~|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-29,XLI,44.99439239501953,<|>|>|+,<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-10-30,XLI,44.93643569946289,<|>|>|-,~|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-11-02,XLI,45.45808410644531,<|>|>|+,<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-11-03,XLI,45.491207122802734,~|>|>|-,<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2015-11-04,XLI,45.367000579833984,<|>|>|-,<|<|<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2015-11-05,XLI,45.42496109008789,~|>|>|-,<|<|<|+,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2015-11-06,XLI,45.42496109008789,~|>|>|+,<|<|<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2015-11-09,XLI,45.07719421386719,<|>|>|-,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2015-11-10,XLI,45.06891632080078,~|>|~|-,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2015-11-11,XLI,45.12687301635742,<|>|~|-,<|<|<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2015-11-12,XLI,44.51414489746094,<|~|<|-,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2015-11-13,XLI,44.3154182434082,<|~|<|-,<|<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2015-11-16,XLI,44.88676071166992,<|~|~|+,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-11-17,XLI,44.79568099975586,<|~|<|-,<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2015-11-18,XLI,45.41666793823242,<|>|~|+,<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2015-11-19,XLI,45.61540603637695,~|>|~|-,<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2015-11-20,XLI,45.847251892089844,~|>|~|+,<|<|<|+,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
2015-11-23,XLI,45.61540603637695,~|>|~|-,<|<<|<|-,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
2015-11-24,XLI,45.54087829589844,~|>|~|+,<|<|<|+,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
2015-11-25,XLI,45.54087829589844,~|>|>|+,<<|<<|<<|-,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
2015-11-27,XLI,45.62368392944336,~|>|>|+,<<|<<|<<|-,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
2015-11-30,XLI,45.325599670410156,~|>|~|-,~|~|~|+,P_HOT × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-01,XLI,45.54087829589844,~|>|>|+,<|<|~|-,P_HOT × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-02,XLI,45.07719421386719,~|>|~|-,<|<|~|-,P_HOT × V_COLD,DN|DN|DN,NONE,NONE,0
2015-12-03,XLI,44.51414489746094,<|~|<|-,~|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-04,XLI,45.17656707763672,~|>|~|+,~|~|~|-,P_HOT × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-07,XLI,44.95299530029297,~|~|~|-,~|<|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-08,XLI,44.23261260986328,~|~|<|-,~|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-09,XLI,44.100128173828125,<|~|<|-,~|~|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-10,XLI,44.3071403503418,<|~|<|+,<|<|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-11,XLI,43.561927795410156,<|<|<<|-,~|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-14,XLI,43.7192497253418,<|<|<<|+,~|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-15,XLI,43.7275276184082,<|<|<<|-,~|~|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-16,XLI,44.505863189697266,<|~|<|+,~|<|~|-,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-17,XLI,43.768924713134766,<|<|<<|-,~|~|~|+,P_NEUTRAL × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2015-12-18,XLI,43.10165786743164,<|<<|<<|-,>>|>>|>>|+,P_COLD × V_HOT,DN|DN|UP,NONE,NONE,0
2015-12-21,XLI,43.434871673583984,<|<|<<|+,<|<|<|-,P_COLD × V_NEUTRAL,DN|DN|UP,NONE,NONE,0
2015-12-22,XLI,44.03466796875,<|<|<|+,<<|<|<|-,P_NEUTRAL × V_COLD,DN|DN|UP,NONE,NONE,0
2015-12-23,XLI,44.55115509033203,<|~|~|+,<|<|<|-,P_NEUTRAL × V_COLD,DN|DN|UP,NONE,NONE,0
2015-12-24,XLI,44.53450393676758,<|~|~|+,<<|<<|<<|-,P_NEUTRAL × V_COLD,DN|DN|UP,NONE,NONE,0
2015-12-28,XLI,44.43452453613281,<|<|~|-,<<|<<|<<|+,P_NEUTRAL × V_COLD,DN|DN|UP,NONE,NONE,0
2015-12-29,XLI,44.8593864440918,<|~|~|+,<<|<<|<<|-,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
2015-12-30,XLI,44.484519958496094,<|~|~|-,<<|<<|<<|-,P_NEUTRAL × V_COLD,DN|DN|DN,NONE,NONE,0
2015-12-31,XLI,44.159637451171875,<|<|<|-,<<|<<|<<|+,P_COLD × V_COLD,DN|DN|DN,NONE,NONE,0
2016-01-04,XLI,43.56816864013672,<|<<|<|-,>|>|>|+,P_COLD × V_HOT,DN|DN|DN,NONE,NONE,0
2016-01-05,XLI,43.68478775024414,<|<<|<|-,<|~|~|-,P_COLD × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2016-01-06,XLI,43.010032653808594,<|<<|<|-,~|~|~|+,P_COLD × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2016-01-07,XLI,41.843753814697266,<<|<<|<<|-,~|>|>|+,P_COLD × V_HOT,DN|DN|DN,NONE,NONE,0
2016-01-08,XLI,41.418922424316406,<<|<<|<<|-,>|>|>|-,P_COLD × V_HOT,DN|DN|DN,NONE,NONE,0
2016-01-11,XLI,41.44391632080078,<<|<<|<<|-,~|~|~|-,P_COLD × V_HOT,DN|DN|DN,NONE,NONE,0
2016-01-12,XLI,41.777130126953125,<<|<<|<<|+,~|~|~|-,P_COLD × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2016-01-13,XLI,40.76914978027344,<<|<<|<<|-,~|~|~|+,P_COLD × V_NEUTRAL,DN|DN|DN,NONE,NONE,0
2016-01-14,XLI,41.25231170654297,<<|<<|<<|+,~|~|~|+,P_COLD × V_HOT,DN|DN|DN,NONE,NONE,0
2016-01-15,XLI,40.527557373046875,<<|<<|<<|-,>>|>>|>>|+,P_COLD × V_HOT,DN|DN|DN,NONE,NONE,0
2016-01-19,XLI,40.51923370361328,<<|<<|<<|-,~|~|>|-,P_COLD × V_HOT,DN|DN|DN,NONE,NONE,0
2016-01-20,XLI,39.99440383911133,<<|<<|<<|-,>>|>>|>>|+,P_COLD × V_HOT,UP|UP|UP,NONE,NONE,0
2016-01-21,XLI,40.16934585571289,<<|<<|<<|+,>|>|>|-,P_COLD × V_HOT,UP|UP|UP,NONE,NONE,0
2016-01-22,XLI,40.51923370361328,<<|<<|<<|+,~|~|~|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-01-25,XLI,40.019405364990234,<<|<<|<<|-,~|~|~|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-01-26,XLI,40.77748489379883,<<|<<|<<|+,~|~|~|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-01-27,XLI,40.31929397583008,<<|<<|<<|-,~|~|~|+,P_COLD × V_HOT,UP|UP|UP,NONE,NONE,0
2016-01-28,XLI,40.55255126953125,<<|<<|<|+,~|~|<|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-01-29,XLI,41.64384078979492,<|<|~|+,>|>|~|+,P_COLD × V_HOT,UP|UP|UP,NONE,NONE,0
2016-02-01,XLI,41.54386520385742,<<|<|~|+,~|~|<|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-02,XLI,40.71083068847656,<<|<<|<|-,~|~|<|+,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-03,XLI,41.36893081665039,<<|<|~|+,~|~|<|-,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-04,XLI,42.08534240722656,<<|<|>|+,~|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2016-02-05,XLI,41.685489654541016,<<|<|~|-,~|~|<|-,P_COLD × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2016-02-08,XLI,41.335609436035156,<<|<|~|-,~|~|~|+,P_COLD × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2016-02-09,XLI,41.58552169799805,<<|<|~|+,~|~|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2016-02-10,XLI,41.36893081665039,<<|<|~|-,~|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2016-02-11,XLI,40.560874938964844,<<|<|~|-,~|~|<|+,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-12,XLI,41.37726593017578,<<|<|~|+,~|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-16,XLI,42.21030044555664,<<|<|>|+,~|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-17,XLI,42.860084533691406,<|~|>|+,~|~|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-18,XLI,42.835086822509766,<|~|>|-,<|<|<<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2016-02-19,XLI,42.75178146362305,<|~|>|-,<|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-22,XLI,43.476531982421875,<|~|>>|+,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-23,XLI,43.043357849121094,<|~|>|-,<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-02-24,XLI,43.06834411621094,<|~|>>|+,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-02-25,XLI,43.63481140136719,<|>|>>|+,<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-02-26,XLI,43.69312286376953,<|>|>>|+,<<|<<|<<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-02-29,XLI,43.418212890625,<|>|>>|-,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-03-01,XLI,44.26791763305664,~|>|>>|+,<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-02,XLI,44.301239013671875,~|>|>>|-,<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-03,XLI,44.61780548095703,~|>>|>>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-04,XLI,44.80106735229492,~|>>|>>|-,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-03-07,XLI,44.934349060058594,~|>>|>>|-,<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-08,XLI,44.301239013671875,~|>|>|-,<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-09,XLI,44.44286346435547,~|>|>>|+,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-10,XLI,44.376220703125,~|>>|>|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-11,XLI,45.01765823364258,~|>>|>>|+,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-14,XLI,45.059322357177734,~|>>|>>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-15,XLI,45.034324645996094,~|>>|>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-16,XLI,45.19260025024414,~|>>|>>|+,<<|<<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-03-17,XLI,46.183929443359375,~|>>|>>|+,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2016-03-18,XLI,46.57997512817383,~|>>|>>|+,>|>|>>|+,P_HOT × V_HOT,UP|UP|UP,NONE,NONE,0
2016-03-21,XLI,46.85628128051758,~|>>|>>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-03-22,XLI,46.58833694458008,~|>>|>>|-,<<|<<|<|+,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-03-23,XLI,46.28691482543945,~|>>|>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-03-24,XLI,46.15293502807617,~|>>|>|-,<<|<<|<|+,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-03-28,XLI,46.16968536376953,~|>>|>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-03-29,XLI,46.47113037109375,~|>>|>>|+,<<|<<|<|+,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-03-30,XLI,46.554847717285156,~|>>|>>|+,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-03-31,XLI,46.44600296020508,~|>>|>|-,<|<|<|+,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-04-01,XLI,46.6637077331543,~|>>|>|-,<<|<<|<|+,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-04-04,XLI,46.136199951171875,~|>>|~|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-04-05,XLI,45.85150909423828,~|>>|~|-,<<|<<|<|+,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-04-06,XLI,46.077579498291016,~|>>|~|+,<<|<|<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2016-04-07,XLI,45.63380432128906,~|>|<|-,<|<|~|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-04-08,XLI,45.80965042114258,~|>>|~|+,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-04-11,XLI,45.82638931274414,~|>|<|-,<<|<<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-04-12,XLI,46.094322204589844,~|>>|~|+,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2016-04-13,XLI,46.78092575073242,~|>>|>|+,<<|<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
